name,diameter,center_lon,center_lat
Kepler B,6.18,324.66,7.74
Kepler C,11.50,318.13,10.00
Kepler D,9.51,318.11,7.42
Marius P,3.93,308.66,17.89
Kepler T,2.60,325.38,9.00
Khvol'son C,12.66,112.21,-13.81
Kibal'chich H,40.83,214.99,1.71
Kibal'chich Q,28.90,210.47,-0.86
Kibal'chich R,28.78,209.38,0.34
Kies D,5.60,341.45,-24.93
Kies E,6.16,337.16,-28.75
Korolev L,30.62,203.18,-5.74
Kinau A,32.69,20.09,-62.29
Kinau B,7.75,19.18,-61.66
Kinau J,4.84,16.08,-59.59
Kinau C,30.07,20.51,-60.67
Kinau D,26.33,18.54,-60.70
Kinau E,6.70,20.13,-60.21
Kinau F,8.29,13.41,-62.25
Kinau G,22.02,12.70,-61.61
King Y,35.73,119.75,6.50
Korolev B,21.44,203.71,-3.65
Korolev X,27.08,200.56,0.55
Korolev C,66.47,206.78,-0.72
Korolev D,24.35,208.25,-0.47
Kirch H,2.74,353.06,39.05
Korolev E,36.84,206.62,-3.42
Korolev F,29.70,207.25,-4.24
Korolev M,56.74,202.63,-8.49
Kirch G,2.57,351.90,37.39
Lagrange J,7.56,291.01,-34.04
Lagrange K,29.31,289.56,-30.73
Lagrange L,17.08,294.66,-32.11
Lagrange N,32.51,286.09,-32.04
Lagrange R,126.59,283.33,-31.32
Kinau H,5.96,19.72,-59.81
Kinau K,9.25,18.11,-58.60
Kinau L,9.58,18.72,-59.30
Kinau M,11.43,14.32,-60.61
Kinau N,4.62,15.39,-61.40
Kinau Q,11.18,21.02,-62.54
Lamé E,12.19,66.72,-13.98
Kinau R,61.46,11.54,-60.22
King J,12.41,121.76,3.26
Kirch E,3.00,353.06,36.51
Kirch K,2.48,355.99,39.22
Kirch M,3.01,350.03,39.60
Kircher C,11.17,322.32,-66.86
Kircher A,30.83,317.60,-65.95
Kircher B,12.12,316.74,-65.08
Lamé N,9.82,67.13,-12.88
Kircher D,39.02,310.00,-67.44
Kircher E,19.12,309.64,-69.05
Kircher F,12.63,320.67,-66.11
Kirchhoff C,22.74,39.78,30.30
Kirkwood T,18.60,194.73,68.98
Kirchhoff E,26.17,40.33,30.60
Kirchhoff F,27.75,40.79,31.47
Kirchhoff G,17.68,40.28,29.79
Klein A,9.03,2.97,-11.37
Kirkwood Y,17.21,202.31,71.69
Klaproth A,34.87,338.09,-68.19
Klaproth B,15.51,335.82,-71.89
Klaproth C,5.90,340.29,-69.22
Klaproth D,7.72,339.27,-70.34
Klaproth G,30.67,328.49,-68.69
Klaproth H,49.32,326.83,-69.23
Klaproth L,10.22,323.07,-70.11
Klein B,5.61,1.77,-12.51
Klein C,5.21,2.54,-12.57
Klute M,21.75,218.68,34.92
Klute W,30.97,216.69,37.98
Klute X,38.79,216.57,39.24
Koch R,23.07,146.45,-44.16
Koch U,26.72,147.70,-41.69
Kohlschütter N,24.97,153.51,11.39
Kohlschütter Q,18.27,152.74,12.91
Kohlschütter W,31.22,151.02,16.15
Korolev P,17.79,200.05,-7.92
Korolev T,22.11,202.15,-4.14
Korolev V,19.07,197.94,-1.20
Korolev W,31.42,199.47,-0.18
Kostinskiy B,19.53,119.92,16.53
Kostinskiy W,24.38,115.69,17.05
Koval'skiy H,34.57,102.86,-22.52
Kostinskiy D,32.21,123.07,16.08
Kostinskiy E,31.48,122.59,15.16
Kovalevskaya D,22.66,235.27,32.37
Kovalevskaya Q,100.63,228.56,29.18
Krafft E,9.64,288.20,15.91
Koval'skiy B,26.81,101.76,-20.90
Koval'skiy D,17.34,103.29,-21.07
Krafft K,12.07,285.31,16.50
Krafft L,19.80,283.49,16.01
Krafft M,10.75,284.39,17.78
Krafft U,3.07,295.23,17.23
Kramers C,59.64,233.88,54.65
Kramers M,31.89,232.65,50.19
Kramers S,26.53,227.38,52.55
Kramers U,38.58,226.96,53.90
Krasnov A,9.98,279.47,-30.00
Krasnov B,12.57,279.64,-29.48
Krasnov C,10.29,278.53,-26.29
Krasnov D,12.24,279.75,-33.96
Krasovskiy C,22.43,186.37,6.13
Krasovskiy F,13.90,187.31,3.74
Kunowsky D,5.22,331.15,1.53
Krasovskiy H,45.98,188.40,2.61
Krasovskiy J,35.93,185.66,3.13
Kunowsky G,3.10,329.19,1.68
Krasovskiy L,56.87,184.97,-0.52
Krasovskiy N,22.45,183.81,0.99
Kunowsky H,2.82,330.01,1.12
Krasovskiy P,40.99,182.65,0.87
Krasovskiy Z,14.52,184.27,5.83
Krieger C,4.14,315.29,27.73
Krasovskiy T,96.46,182.90,3.63
Lagrange S,11.35,285.75,-33.82
La Condamine F,6.73,328.90,57.39
Louville DA,10.74,308.28,46.58
Kunowsky C,3.40,327.60,-0.21
Louville E,5.68,314.04,43.17
Louville K,5.32,304.78,46.78
La Condamine G,7.17,331.81,54.90
Louville P,7.18,307.78,45.60
Kugler N,42.74,103.05,-55.77
Love G,48.92,131.72,-6.74
La Caille B,5.94,1.36,-20.96
Krylov A,66.45,194.78,38.54
Krylov B,38.36,196.03,36.93
Kugler R,13.01,98.92,-55.15
Kurchatov T,26.87,138.04,38.03
Kurchatov W,31.84,140.31,40.14
Kurchatov X,16.01,140.06,41.18
Kurchatov Z,36.81,141.78,40.73
La Caille A,7.81,0.40,-22.86
Laplace E,6.08,339.70,50.33
La Caille C,13.49,1.34,-21.25
La Caille D,11.13,2.18,-23.63
La Caille E,27.66,2.74,-23.44
La Caille F,8.24,3.38,-23.59
Mee C,12.84,331.28,-45.27
Lagrange T,11.99,297.29,-32.97
Mairan A,15.83,321.21,38.63
Langrenus Y,28.99,66.85,-7.88
La Caille H,5.35,0.75,-24.78
Langrenus Z,20.82,66.26,-7.18
Mee B,14.98,328.83,-44.58
La Caille J,4.50,0.85,-22.53
Mee D,8.62,326.98,-45.40
Mee E,15.70,324.58,-43.15
La Caille G,10.14,1.96,-20.52
La Caille K,29.38,0.52,-20.97
La Caille L,5.04,1.36,-24.69
La Caille M,15.74,1.62,-22.33
La Caille N,11.20,1.26,-21.96
La Condamine B,16.43,328.33,58.87
La Condamine C,10.18,329.70,52.40
La Condamine D,9.96,329.13,53.51
La Condamine E,7.37,327.90,57.73
Lavoisier W,16.19,278.14,36.82
La Condamine H,7.02,333.31,53.17
Lagalla N,11.55,333.89,-44.97
La Condamine J,7.18,340.55,56.06
Lacroix H,12.88,302.15,-38.65
Lagrange W,57.39,296.17,-32.97
Lade S,22.50,8.21,-1.34
Lagrange X,8.22,290.69,-28.71
Lagrange Y,16.76,291.44,-28.18
Lagrange Z,12.96,295.29,-32.54
La Condamine K,7.76,334.36,51.92
La Condamine L,6.68,333.14,53.64
La Condamine N,8.34,334.34,53.87
La Condamine O,7.00,334.34,55.18
La Condamine P,8.75,336.37,52.93
La Condamine Q,7.87,336.00,52.68
La Condamine R,6.56,338.67,55.03
La Condamine S,3.82,334.79,57.34
La Condamine T,6.04,330.23,59.30
La Condamine U,6.87,337.28,54.54
La Condamine V,5.71,335.85,54.52
La Condamine X,3.92,338.49,57.22
Lade W,3.54,8.62,0.25
La Hire A,4.88,336.53,28.52
La Hire B,3.84,336.96,27.69
La Pérouse A,4.07,74.70,-9.26
La Pérouse D,6.57,76.57,-11.16
La Pérouse E,35.22,78.50,-10.17
Lacroix A,13.16,304.65,-35.10
Lacroix B,8.08,299.44,-37.06
Lacroix F,14.50,298.26,-40.71
Lacroix K,43.60,302.23,-35.15
Lalande B,7.68,350.97,-3.13
Marius Q,4.88,303.72,16.50
Petavius C,11.19,59.97,-27.71
Lacroix L,8.71,301.58,-35.66
Lacroix M,12.56,302.93,-35.89
Lacroix N,12.83,302.02,-37.25
Lacroix P,8.29,306.15,-35.21
Lade A,57.82,12.72,-0.16
Lade B,23.27,9.79,0.01
Lade D,14.60,13.68,-0.88
Lade E,19.76,12.91,-1.89
Lade M,11.20,9.38,-1.10
Scheiner Y,8.19,334.61,-59.12
Lade T,20.42,8.89,-1.06
Lade U,3.43,9.47,-0.12
Lade V,3.21,9.02,-0.21
Lagalla F,29.13,334.68,-44.62
Lavoisier Z,12.45,273.70,36.12
Lalande E,3.14,349.22,-3.50
Le Gentil A,37.00,307.37,-74.63
Lagalla H,5.51,332.88,-44.42
Lagalla J,21.81,334.90,-46.09
Lagalla K,10.29,335.61,-43.64
Lagalla M,6.16,334.19,-46.68
Schiller D,9.40,310.64,-55.07
Lagalla P,10.09,335.55,-45.19
Lagalla T,6.98,333.35,-47.38
Lagalla V,5.17,335.69,-46.92
Lagrange A,6.67,290.70,-32.50
Lagrange B,15.18,298.42,-31.42
Lagrange C,22.82,294.90,-29.88
Lalande F,3.05,349.92,-2.64
Lagrange D,11.68,287.46,-34.94
Lagrange F,15.09,292.53,-32.90
Lalande C,9.97,353.08,-5.59
Le Gentil B,15.71,285.94,-75.47
Lagrange E,58.12,287.15,-29.00
Lalande D,7.11,352.52,-6.19
Lalande G,3.96,352.04,-6.20
Le Gentil C,18.67,284.72,-74.35
Le Gentil D,12.37,295.89,-74.60
Le Gentil G,17.35,300.88,-71.74
Lalande N,5.69,354.25,-5.57
Lalande R,23.61,352.97,-4.71
Lalande T,3.64,352.44,-5.18
Lalande U,3.94,351.84,-3.17
Lalande W,14.74,354.38,-6.56
Lamarck A,53.39,289.04,-25.15
Lamarck B,7.59,290.19,-22.84
Lamarck D,131.27,285.65,-24.89
Lamarck E,8.74,284.18,-26.80
Lamarck F,6.21,285.58,-26.75
Lamarck G,14.71,287.78,-27.26
Lamb A,16.45,101.54,-39.87
Lampland A,12.56,131.80,-30.49
Langrenus V,5.01,55.94,-13.23
Lamb E,11.31,107.05,-41.55
Lambert B,3.85,339.86,24.34
Lamb G,68.02,105.70,-43.06
Lambert A,3.72,338.51,26.45
Lambert R,55.70,339.33,23.88
Lambert T,2.88,339.70,28.46
Langrenus W,22.04,67.31,-8.67
Langrenus X,23.57,64.70,-12.35
Lambert W,2.32,337.34,24.49
Lamé G,25.51,65.48,-15.42
Lamé H,10.99,68.31,-15.91
Lampland Q,12.76,130.06,-32.60
Lampland M,36.38,131.35,-33.59
Lamé J,18.55,65.77,-14.37
Lamé K,9.61,64.14,-13.35
Lamé L,7.00,68.68,-14.41
Lamé M,14.15,66.56,-15.84
Lamé T,12.35,66.55,-12.48
Lamé W,7.16,65.90,-13.09
Lamé Z,19.81,65.78,-15.88
Lane B,11.94,133.15,-7.70
Langevin C,20.75,165.48,46.32
Lampland B,11.57,132.12,-29.64
Lampland K,45.35,132.76,-33.01
Lampland R,42.80,129.79,-31.71
Landau Q,29.75,237.98,40.65
Lander K,22.01,132.31,-16.20
Lane S,34.40,131.05,-9.83
Langemak N,137.92,119.12,-13.18
Langevin K,16.02,163.95,41.49
Langemak X,52.19,117.89,-6.87
Langemak Z,30.58,119.57,-5.87
Langley J,20.77,274.94,51.63
Langley K,18.66,273.77,51.97
Lansberg C,17.90,330.78,-1.47
Langrenus E,31.02,60.71,-12.73
Langrenus G,21.89,65.46,-12.17
Lansberg F,8.32,329.22,-2.18
Langrenus H,25.23,64.28,-8.02
Langrenus L,12.63,61.92,-12.66
Langrenus M,18.17,66.41,-9.81
Langrenus N,12.53,65.74,-8.97
Lansberg D,10.46,329.35,-3.00
Langrenus P,42.26,63.00,-12.04
Langrenus Q,12.87,60.68,-11.98
Lansberg A,7.97,328.85,0.17
Lansberg E,4.94,329.65,-1.84
Le Monnier A,20.86,32.49,26.83
Love H,32.49,130.67,-6.95
Lansberg G,9.53,330.51,-0.63
Lansberg N,3.48,333.56,-1.90
Larmor K,23.38,181.03,29.81
Laplace L,6.45,338.94,51.73
Laplace M,4.99,340.07,52.21
Larmor Q,22.96,176.31,28.67
Lassell C,8.73,350.64,-14.67
Larmor W,30.30,177.68,33.74
Larmor Z,49.37,180.45,33.58
Lassell A,2.03,353.12,-16.77
Lichtenberg A,6.86,299.88,28.96
Mee J,10.03,319.30,-44.48
Mee K,8.98,318.37,-44.44
Mee L,8.00,318.45,-43.99
Petermann R,118.37,55.60,74.77
Petermann S,9.47,62.03,75.29
Lassell D,1.95,349.51,-14.58
Lassell E,4.81,349.77,-18.23
Lassell F,4.66,347.51,-17.15
Lauritsen Y,12.86,96.41,-27.53
Lassell G,6.18,351.00,-14.82
Michelson W,21.52,237.93,7.21
Lassell H,3.76,348.72,-14.53
Lavoisier G,18.19,274.38,37.21
Licetus J,10.35,3.11,-44.27
Lebedinskiy B,37.48,196.50,9.99
Lebedinskiy K,29.55,196.05,6.26
Lebedinskiy P,49.70,194.35,5.74
Lassell M,2.82,351.20,-14.21
Lee A,17.44,318.76,-31.49
Lee H,4.53,321.14,-30.84
Lee M,72.33,320.29,-29.82
Lassell J,3.22,349.52,-14.78
Lassell K,3.94,351.04,-15.08
Lassell S,3.33,351.43,-18.29
Lassell T,2.15,351.17,-17.07
Laue G,29.22,266.68,27.92
Laue U,54.68,258.49,28.69
Lauritsen A,33.75,96.95,-24.85
Le Verrier U,3.22,346.82,37.25
Lauritsen B,21.66,97.02,-26.69
Lauritsen G,13.62,97.53,-27.89
Lauritsen H,23.40,97.68,-28.49
Lauritsen Z,60.56,96.35,-25.85
Sirsalis T,14.97,306.41,-9.28
Lavoisier B,24.55,280.25,39.76
Lavoisier C,34.89,283.27,35.78
Lavoisier K,6.67,285.57,39.74
Lavoisier E,50.56,279.60,40.88
Lavoisier F,35.62,279.53,37.02
Lavoisier H,29.12,281.06,38.16
Lavoisier J,21.66,273.41,37.48
Lindblad F,43.57,265.58,70.10
Petermann Y,12.17,85.69,75.70
Petrie U,20.74,106.58,45.43
Petropavlovskiy M,23.41,244.81,34.24
Petrov A,16.95,88.61,-62.44
Petrov B,30.74,90.81,-62.19
Posidonius N,6.16,21.03,29.70
Lavoisier N,25.20,277.66,41.89
St. John A,17.59,150.40,12.05
Lavoisier S,24.62,276.92,39.04
Le Monnier H,4.69,29.62,24.96
Le Monnier K,4.02,30.26,27.75
Le Monnier S,38.32,33.78,26.78
Le Monnier T,16.21,31.45,25.16
Le Monnier U,25.14,33.40,26.11
Le Monnier V,23.09,34.25,26.02
Le Verrier A,4.11,342.67,38.17
Le Verrier B,4.84,347.12,40.18
Le Verrier D,8.73,347.65,39.74
Le Verrier E,6.50,342.99,42.41
Le Verrier S,2.31,339.32,38.96
Le Verrier T,3.47,339.26,39.86
Lubbock D,10.54,39.17,-4.57
Michelson G,25.02,240.58,5.49
Michelson H,30.34,242.51,4.35
Michelson V,23.52,234.90,7.83
Piccolomini B,11.14,30.51,-25.89
Piccolomini C,25.34,31.12,-27.68
Le Verrier V,3.23,345.71,37.82
Le Verrier W,3.25,346.01,39.38
Maclaurin G,18.76,66.98,-7.08
Lebedev C,35.86,111.37,-45.63
Le Verrier X,2.70,347.84,41.59
Manzinus L,17.14,22.63,-64.43
Leavitt Z,63.58,220.44,-42.56
Lee T,3.50,317.90,-30.04
Lebedev D,32.25,113.05,-45.15
Lebedev F,20.68,111.27,-47.94
Maginus O,10.77,347.35,-50.65
Legendre N,5.82,70.50,-27.47
Lebedev K,20.99,109.35,-50.02
Lebedinskiy A,35.80,195.85,10.44
Lee S,6.89,317.03,-30.82
Leeuwenhoek E,102.10,183.72,-28.51
Morozov Y,40.74,127.21,6.69
Legendre D,57.53,75.14,-31.60
Legendre E,26.08,78.57,-33.86
Legendre F,40.09,76.11,-33.65
Legendre G,16.61,73.91,-32.23
Legendre H,8.44,78.17,-32.44
Legendre J,12.49,74.10,-30.63
Legendre K,91.91,72.21,-29.79
Legendre L,31.05,73.50,-28.11
Legendre M,9.55,71.60,-28.16
Maginus M,9.09,350.61,-50.39
Maginus N,23.43,350.91,-48.49
Manzinus H,17.94,19.13,-68.63
Manzinus J,11.37,23.40,-66.39
Lippershey K,2.22,348.54,-26.71
Linné F,4.93,13.94,32.34
Manzinus K,12.29,20.27,-63.35
Lehmann K,5.57,309.47,-36.43
Legendre P,6.98,69.28,-27.30
Lehmann A,29.64,306.12,-39.51
Lehmann C,15.08,309.83,-35.57
Lehmann D,12.08,302.51,-39.53
Lehmann E,44.87,305.03,-37.44
Lehmann H,13.81,301.26,-41.00
Linné G,4.20,13.30,35.90
Linné H,3.38,13.76,33.77
Licetus G,10.42,1.87,-43.84
Love T,12.28,126.30,-6.10
Lichtenberg B,4.86,298.47,33.25
Love U,12.07,128.02,-5.53
Lehmann L,5.84,307.95,-36.42
Leibnitz R,20.20,176.33,-39.57
Maclaurin K,34.69,66.81,-0.96
Leibnitz S,30.39,172.08,-39.90
Leibnitz X,19.70,177.43,-36.71
Manilius B,5.55,7.28,16.61
Lemaître C,26.64,214.24,-59.53
Lemaître F,33.94,211.46,-61.51
Lemaître S,34.51,203.19,-61.80
Lents (Lenz) C,23.29,258.22,3.28
Lents (Lenz) J,15.82,262.62,-3.63
Lepaute D,20.40,323.69,-34.35
Lepaute E,10.47,324.94,-35.74
Lepaute F,6.22,325.12,-37.33
Lepaute K,10.53,325.98,-34.38
Levi-Civita F,14.77,145.39,-23.41
Lepaute L,9.05,324.67,-34.43
Letronne A,7.10,320.90,-12.14
Letronne B,5.49,318.69,-11.26
Manzinus M,6.57,22.70,-63.54
Manzinus N,9.44,27.47,-69.98
Letronne M,3.91,315.76,-11.96
Manzinus O,6.07,25.05,-65.00
Manzinus P,5.80,29.33,-67.92
Manzinus R,15.34,29.84,-65.92
Perepelkin P,23.47,127.28,-12.40
Perrine E,43.09,234.74,42.56
Phocylides V,8.48,299.13,-56.54
Phocylides X,9.07,309.22,-50.52
Poncelet Q,14.00,299.42,79.92
Letronne C,3.44,321.51,-10.71
Malyy K,14.74,107.25,19.72
Malyy L,13.44,106.38,20.01
Morse N,24.30,183.87,20.11
Morse T,35.88,180.65,22.17
Piccolomini D,16.50,32.25,-26.94
Piccolomini E,18.38,31.78,-26.16
Prager C,37.88,132.74,-1.78
Letronne F,7.44,313.86,-9.23
Letronne G,10.08,313.35,-12.68
Letronne H,4.18,313.82,-12.67
Lohrmann A,11.93,297.21,-0.74
Letronne K,7.39,316.30,-14.37
Letronne L,4.16,315.70,-14.31
Lucretius C,21.68,245.18,-3.80
Lucretius U,23.26,235.81,-7.79
Lundmark B,37.52,153.67,-37.42
Lundmark C,25.79,155.80,-35.72
Letronne N,3.45,320.16,-12.32
Letronne T,3.77,317.22,-12.47
Leucippus F,25.03,246.10,29.23
Leucippus K,17.25,244.49,27.27
Leucippus Q,89.44,240.62,25.70
Leucippus X,35.33,240.74,33.17
Leuschner L,18.49,250.82,-1.19
Leuschner Z,17.44,250.43,5.24
Levi-Civita A,18.04,143.90,-20.48
Levi-Civita S,47.04,138.71,-24.20
Lexell A,33.59,358.61,-36.91
Lexell B,21.62,356.59,-37.26
Lexell D,18.47,359.24,-36.17
Lexell E,13.00,359.58,-37.22
Manzinus A,19.75,27.45,-68.51
Lovelace E,21.70,263.21,82.03
Lovell F,26.62,221.39,-36.49
Lovell R,20.74,215.40,-37.61
Lowell W,18.33,252.79,-10.16
Lubbock C,7.45,39.88,-4.88
Maraldi D,66.48,36.07,16.74
Maraldi E,31.82,35.75,17.86
Lyot N,14.79,83.66,-52.92
Lyot P,13.47,85.80,-47.70
Lyot R,32.47,87.34,-46.17
Lexell F,7.46,354.62,-36.56
Lexell G,9.25,355.06,-37.30
Lexell H,8.97,355.12,-36.58
Lexell K,10.39,353.51,-35.97
Lexell L,7.18,353.88,-36.04
Licetus A,8.10,3.19,-47.85
Licetus B,11.74,4.83,-46.50
Licetus F,28.89,0.93,-46.06
Licetus C,10.31,5.52,-47.56
Licetus D,5.20,4.39,-47.98
Licetus E,18.76,1.84,-44.61
Licetus H,10.34,3.11,-45.98
Licetus L,4.15,1.04,-47.30
Licetus M,8.68,1.85,-46.84
Licetus N,7.92,2.20,-45.56
Licetus P,20.18,2.27,-47.69
St. John M,14.41,150.01,7.36
Licetus Q,8.24,9.68,-47.25
Lohrmann D,10.27,294.72,-0.14
Licetus R,6.39,3.84,-45.29
Licetus S,10.43,8.17,-45.28
Lichtenberg F,5.19,294.54,33.19
Lundmark D,27.82,154.61,-38.36
Lindenau G,9.43,27.30,-33.27
Lundmark F,25.61,157.37,-39.10
Lundmark G,28.43,155.75,-40.22
Luther H,6.85,22.79,36.04
Luther K,3.50,23.32,37.49
Perrine L,38.59,232.69,38.73
Perrine T,33.71,229.66,41.94
Perrine S,61.60,231.13,41.97
Lick A,24.39,52.84,11.48
Petavius A,6.26,61.64,-26.14
Lichtenberg R,30.26,289.94,34.57
Maclaurin W,22.19,68.21,0.58
Lick B,21.15,51.40,11.14
Lick C,8.27,51.92,11.47
Lick E,7.81,50.64,10.61
Lick F,22.13,50.06,10.04
Lockyer J,11.89,32.22,-45.05
Lick K,4.79,52.79,10.16
Lick L,5.90,49.10,8.72
Lick N,23.51,47.90,9.66
Longomontanus U,5.81,337.90,-51.98
Longomontanus V,5.22,340.99,-50.79
Longomontanus W,9.91,338.63,-47.13
Longomontanus X,5.03,342.23,-52.96
Liebig B,8.70,312.84,-25.01
Liebig F,8.49,314.21,-24.66
Liebig G,20.17,314.16,-26.13
Liebig H,10.31,312.58,-26.31
Manzinus B,27.70,21.11,-63.70
Manzinus C,24.20,21.68,-69.99
Manzinus D,32.86,24.20,-69.38
Manzinus E,18.13,25.14,-68.97
Manzinus F,17.39,19.63,-64.08
Maclaurin H,41.95,64.10,-1.58
Maclaurin J,14.89,69.38,-2.56
Maclaurin L,28.27,71.48,-1.40
Maclaurin M,42.13,69.17,-4.87
Liebig J,3.62,314.87,-24.82
Lilius A,38.53,8.77,-55.43
Lilius B,29.31,3.76,-53.01
Lilius C,35.12,3.24,-54.41
Lilius E,38.35,2.86,-50.25
Lilius D,58.77,2.94,-50.56
Lippmann J,17.87,253.67,-58.73
Lilius F,40.39,1.55,-49.38
Lilius G,6.22,0.66,-50.13
Lilius H,7.81,0.75,-50.55
Lilius J,12.03,1.71,-56.40
Lilius K,22.53,2.14,-53.62
Longomontanus Y,3.91,331.61,-52.41
Lorentz R,36.90,260.38,33.29
Longomontanus Z,96.13,342.00,-49.90
Lorentz P,35.26,261.20,31.66
Lorentz T,19.99,259.35,34.47
Lorentz U,22.70,260.09,35.44
Lindenau F,7.33,26.35,-32.50
Louville A,8.44,314.66,43.28
Louville B,8.03,313.47,44.05
Louville D,6.89,307.85,46.85
Lilius L,6.32,2.40,-54.94
Lilius M,9.24,2.80,-56.29
Lilius N,4.53,2.70,-49.05
Lilius O,6.54,3.53,-55.49
Maclaurin N,30.67,68.39,-3.81
Maclaurin O,41.47,67.55,-0.13
Maclaurin P,31.92,69.44,-6.11
Maclaurin T,33.32,65.34,-1.85
Maclaurin U,18.80,66.42,-4.03
Lilius P,3.51,3.77,-55.97
Lilius R,9.35,4.30,-54.69
Lilius S,16.52,5.82,-52.80
Lilius T,5.00,7.39,-55.93
Lilius U,7.64,7.57,-53.60
Lilius W,8.76,8.33,-53.80
Lilius X,4.06,9.83,-53.63
Lindenau D,9.77,24.93,-30.44
Lindenau E,7.36,26.49,-31.68
Lindenau H,11.86,26.27,-31.37
Linné A,4.15,14.37,28.98
Maclaurin X,18.55,68.70,0.09
Linné B,5.34,14.17,30.53
Linné D,4.28,17.10,28.73
Lippershey L,2.57,348.21,-25.77
Lippershey N,2.65,350.43,-24.52
Lippershey P,1.90,351.61,-26.37
Lippmann Q,21.40,241.35,-56.66
Lippershey R,4.17,349.82,-26.71
Manzinus G,16.40,25.77,-69.64
Lodygin M,14.00,213.34,-19.32
Lippmann B,29.02,249.45,-52.53
Lippmann E,22.70,252.55,-55.31
Lippmann L,57.13,247.56,-57.48
Lippmann P,30.29,244.88,-56.01
Lippmann R,36.34,238.48,-57.04
Lipskiy V,33.48,178.75,-1.28
Littrow A,23.56,32.18,22.30
Littrow D,7.76,32.81,23.69
Littrow F,10.02,34.12,21.96
Littrow P,36.10,32.87,23.20
Lobachevskiy M,45.06,113.07,7.75
Lobachevskiy P,22.62,111.65,7.48
Lockyer A,9.64,30.99,-44.11
Lockyer F,19.84,36.42,-47.58
Lockyer G,24.01,33.31,-45.67
Lockyer H,31.74,32.37,-44.47
Lodygin C,27.86,214.87,-15.97
Lodygin F,46.98,216.53,-17.74
Lodygin J,24.51,214.49,-18.60
Lodygin L,22.43,214.27,-22.66
Marci C,25.21,193.95,23.63
Lodygin R,30.88,210.40,-18.41
Loewy A,6.65,327.45,-22.31
Loewy B,4.09,327.02,-23.20
Loewy G,4.48,327.91,-23.07
Loewy H,4.70,328.01,-22.77
Lohrmann E,9.43,292.40,-1.76
Marco Polo A,6.38,358.04,14.89
Longomontanus A,28.60,335.85,-52.94
Lohrmann F,10.54,290.77,-1.38
Lohrmann M,7.23,290.99,-0.48
Lohrmann N,7.66,289.81,-0.60
Marinus J,9.10,70.96,-39.61
Longomontanus B,45.89,339.08,-52.93
Longomontanus C,31.54,340.89,-53.48
Longomontanus D,26.12,337.08,-54.38
Longomontanus F,18.42,336.28,-48.30
Longomontanus H,6.78,336.67,-52.02
Longomontanus G,13.41,341.49,-48.69
Marius V,1.62,311.68,9.87
Longomontanus K,15.13,339.04,-47.90
Lubiniezky A,28.16,334.32,-16.51
Longomontanus R,7.17,333.67,-52.45
Longomontanus L,15.01,336.29,-49.09
Longomontanus M,9.64,336.71,-48.60
Lubiniezky D,7.05,336.51,-16.52
Longomontanus N,10.38,334.13,-50.93
Longomontanus P,6.48,334.68,-48.12
Longomontanus Q,9.87,339.39,-52.06
Longomontanus S,12.09,336.64,-47.33
Luther X,3.57,24.35,36.18
Luther Y,3.37,24.40,38.13
Manners A,3.18,19.10,4.64
Longomontanus T,5.42,337.24,-46.79
Lubbock G,10.32,39.29,-3.70
Lubbock H,9.24,41.78,-2.66
Lubbock L,6.27,39.29,-4.99
Lubbock N,25.79,39.72,-1.56
Lubbock P,7.21,39.53,-2.93
Lubbock R,23.78,40.45,-0.16
Lubbock S,24.95,41.30,0.62
Lubiniezky E,37.23,332.62,-16.60
Lubiniezky F,7.01,338.14,-18.34
Manzinus S,10.87,27.29,-66.46
Manzinus T,19.53,32.79,-67.59
Manzinus U,20.72,34.40,-68.65
Markov F,7.85,297.95,50.10
Maraldi A,7.40,36.29,20.01
Lubiniezky G,3.65,339.72,-15.35
Lubiniezky H,4.28,338.79,-17.00
Lyell A,6.98,39.60,14.32
Lyell B,4.66,38.46,14.35
Lyell D,17.39,41.46,14.90
Lyell K,4.99,40.85,15.28
Markov G,5.11,303.74,49.98
Lyman P,13.17,158.55,-67.06
Lyman Q,83.17,156.50,-68.19
Lyman T,59.25,156.10,-64.28
Lyman V,37.18,152.87,-62.73
Lyot A,38.38,79.93,-48.99
Lyot B,10.83,81.90,-50.50
Lyot C,17.39,80.11,-50.48
Lyot D,16.69,82.53,-51.68
Lyot E,13.07,83.91,-52.07
Lyot F,20.72,82.33,-52.33
Lyot H,63.59,78.00,-51.49
Lyot L,80.08,83.14,-54.24
Lyot M,26.31,86.68,-53.44
Lyot S,29.84,85.56,-46.11
Lyot T,8.65,78.83,-46.87
Mach H,37.05,216.11,14.94
Maclaurin A,29.10,67.55,-3.22
Maclaurin B,36.07,71.49,-3.67
Maclaurin C,30.60,69.40,-1.25
Maclaurin D,11.17,69.87,-7.06
Maclaurin E,25.08,65.61,-3.49
Marco Polo T,2.72,358.98,13.62
Macrobius K,12.01,40.22,21.46
Macrobius M,41.07,40.93,24.96
Macrobius N,4.98,40.84,22.80
Macrobius P,16.31,39.52,22.94
Maraldi N,4.49,36.87,18.36
Macrobius Q,8.23,47.63,20.39
Macrobius S,27.16,49.59,23.26
Maginus H,14.75,349.91,-52.48
Macrobius T,32.13,48.54,23.77
Maraldi F,18.36,35.85,19.18
Maraldi R,4.89,33.18,20.32
Maginus D,38.30,357.70,-47.92
Maginus C,47.26,350.49,-51.75
Magelhaens A,29.35,44.99,-12.73
